APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,ASK_AMT,IS_SUCCESSFUL
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1-9999,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T6,CompanySponsored,C2000,ProductDev,Trust,10000-24999,15606,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Association,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,29008,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1270,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1270,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T4,Independent,C3000,ProductDev,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,CommunityServ,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,10000-24999,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1400,Preservation,Trust,0,5000,1
T3,Independent,C1000,Heathcare,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1800,Preservation,Trust,0,5000,0
T4,CompanySponsored,C1000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1230,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Association,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1400,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,100000-499999,130994,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C7000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1235,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T7,Independent,C1000,ProductDev,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1267,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,5345,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T19,Independent,C1000,Preservation,Association,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T8,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,Independent,C2000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Association,0,5000,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1700,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2800,Preservation,Trust,0,5000,1
T3,Independent,C1270,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1250,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,35335,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2800,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1237,Preservation,Trust,0,5000,1
T3,Independent,C2600,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,10000-24999,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1248,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2400,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Co-operative,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1270,Preservation,Trust,0,5000,1
T3,Independent,C1280,Preservation,Trust,0,5000,1
T6,CompanySponsored,C3000,ProductDev,Trust,0,5000,1
T3,Independent,C1280,Preservation,Trust,0,5000,1
T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,1-9999,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C2800,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,20667,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,10M-50M,3584072,1
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,CompanySponsored,C3000,ProductDev,Trust,0,5000,1
